,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
145,48,145.1774166609429,10.0,0.3721065888475682,191.08883933409317,1.0,0.7942098631830102,120.08750181307285,1.0,0.5703349556281565,332.2488663009097,10.0,0.017167772142674217,239.63300670096575,1.0,0.9831139369890711,1.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,policy 1,dikesnet
146,88,114.49840300158382,1.5,0.25673343419375944,93.01516458954693,1.0,0.6952573301058758,53.11446385157829,1.0,0.6850248863496735,306.22055182396844,1.0,0.8229746379845527,318.9781736218077,1.0,0.9546155365948136,1.5,4.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,policy 1,dikesnet
147,47,184.99849297060425,1.5,0.9748608700812732,89.1749156173596,1.5,0.770143661305196,262.56428713690275,1.0,0.6572334299891184,341.27723491148606,1.0,0.5984122416186306,58.78732866743778,1.0,0.9474785435938321,2.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,policy 1,dikesnet
148,86,277.16015209142125,1.5,0.5978123485210817,129.47616873386391,10.0,0.8897603679126114,171.12318522990572,1.5,0.7466072243852658,347.0044807156585,1.0,0.1581822438105247,50.96603011216494,10.0,0.5049894955901479,3.5,1.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,policy 1,dikesnet
149,58,257.1248105394818,1.0,0.4070520385308013,35.59515041556816,1.5,0.9568879079525875,94.16351950285714,1.0,0.9672358549228548,85.43707812698972,10.0,0.7794101940793355,218.76234553535454,10.0,0.09863139300212241,1.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,policy 1,dikesnet
150,49,81.9583898672254,1.5,0.1988233330575506,161.99717711612135,1.5,0.1966315226901039,220.1378487095987,10.0,0.01514966785686391,128.33605239993352,1.5,0.7702948911869613,305.48292623772954,10.0,0.3230379598445713,4.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,policy 1,dikesnet
151,118,70.29778534259664,10.0,0.8079383136525037,86.68226177877764,10.0,0.06254849241269332,280.5065893897211,1.0,0.3363883353617088,55.39883502094344,10.0,0.8793380261648934,118.88907313019558,1.0,0.4346118943206339,3.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,policy 1,dikesnet
152,1,271.91378242115036,1.0,0.7529307257463728,237.3658462471604,10.0,0.9402011602716349,174.78080665050487,1.5,0.3650563003571173,194.24198825112637,1.5,0.43097876660179146,169.397114746261,1.5,0.5544810353758365,2.5,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,policy 1,dikesnet
153,115,73.78156388272215,1.5,0.5653512475353656,216.19177949675034,1.0,0.02264591509108444,111.35403575656541,1.5,0.006746805905191423,103.39685163513917,1.0,0.8289181561298485,101.35417337135601,1.5,0.5064240842383002,2.5,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,policy 1,dikesnet
154,43,289.101983054088,1.5,0.1401521240950367,287.855594467792,1.5,0.5035008498420315,56.31488429982022,1.5,0.6392492138911537,79.8271734924266,1.0,0.06124943696794397,289.10307052889806,1.5,0.42275499249652165,4.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,policy 1,dikesnet
155,54,297.53746908300724,1.5,0.7782794368988175,205.13538743707392,1.0,0.26400868678249606,227.6348296797198,10.0,0.19117322467649772,332.7513504152521,1.5,0.03395378423547371,266.5224366037497,1.0,0.6234480998919439,1.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,policy 1,dikesnet
156,46,65.80623828119136,1.5,0.052605644885970214,193.66839909068676,1.0,0.8517704804383894,275.91000634088624,1.0,0.24107361525732837,30.657214693301434,1.0,0.47330637620826577,178.474127333588,10.0,0.3048434670836146,4.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,policy 1,dikesnet
157,68,137.04502747191145,10.0,0.7843025519553547,297.103663876784,1.5,0.880998418217629,36.7771254393304,10.0,0.585760981054525,154.00221390979786,1.5,0.05243199406896645,267.2283386652697,1.0,0.7406518663972355,1.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,policy 1,dikesnet
158,91,210.20238487790704,1.5,0.269269845921707,278.71815225268597,1.0,0.6332527970291951,140.8968544015596,1.5,0.606963929798791,114.75860817524621,1.5,0.15390271596943897,190.49093158979164,10.0,0.6470912536052338,3.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,policy 1,dikesnet
159,59,152.60490210378293,1.0,0.48806203315404,54.67659643167657,10.0,0.2597946881945838,185.30109561310041,1.5,0.750857521333824,77.8158574593864,1.5,0.5130685196337298,271.03408866554105,1.0,0.9336066301050857,1.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,policy 1,dikesnet
160,35,89.23636316490314,10.0,0.8978910975581941,128.10452201562796,1.5,0.480608422485706,258.9775764110016,1.0,0.2730394520978858,224.25528400033485,1.5,0.7486940695459806,42.91422220288689,1.5,0.5496032304189507,3.5,1.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,policy 1,dikesnet
161,37,120.80231321522459,10.0,0.18041749441695926,34.581102725835756,1.5,0.9348509319764755,63.22451249090126,10.0,0.5387231551650747,165.88447657439548,1.5,0.8741949617751109,223.1916852468271,1.5,0.021002720742493822,2.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,policy 1,dikesnet
162,25,92.6970280784667,1.5,0.6973705799305758,31.85493248152548,10.0,0.2179408593836765,234.4164783470941,1.5,0.17821572067320476,51.82364294942595,1.0,0.8850540051096052,125.29944056288308,1.0,0.2379639229016987,3.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,policy 1,dikesnet
163,103,230.90934097944884,1.0,0.6776410527756868,187.16276283949344,10.0,0.9218713860142475,125.4960190668662,1.0,0.07483909591370849,315.3010215890952,1.5,0.36824989904767436,292.1639291081989,1.0,0.16854359438579183,3.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,policy 1,dikesnet
164,113,61.719965980350814,1.5,0.9237340480865445,143.42135350750135,1.0,0.978672048594291,236.8565682091019,1.0,0.8539549626098849,195.97290504204022,10.0,0.35060356469550025,348.8842716138961,1.0,0.9367549201419,3.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,policy 1,dikesnet
165,33,188.28868293287283,1.5,0.6620813583519553,318.0244923500404,1.5,0.20801294483234015,88.8951554041785,1.0,0.22565213194957065,155.8125708860037,1.0,0.0019712923079685594,330.90830066197816,10.0,0.7395464358661125,3.5,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,policy 1,dikesnet
166,22,191.38994454165248,1.5,0.8446525073184878,39.93111332205578,1.0,0.8405801540813361,288.5293124021415,1.5,0.8418140361524583,189.14353919855319,1.0,0.8699642596248116,207.17133743962552,10.0,0.03561579188880591,4.5,2.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,policy 1,dikesnet
167,76,254.76587635780425,10.0,0.43409155817089506,226.31762647741667,10.0,0.6618786250529859,254.97961321938055,1.5,0.056060187277228286,286.6320996086393,1.0,0.08815871666142375,127.37148684704576,1.5,0.9207460170415045,2.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,policy 1,dikesnet
168,111,304.4051590900187,1.5,0.8549161171227466,282.2113616360675,10.0,0.05049732619186375,96.10512660108759,1.5,0.6142515723526404,181.35979677930425,10.0,0.1392693112781106,159.18770521473473,1.5,0.34991977783267164,4.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,policy 1,dikesnet
169,90,76.6472066464173,10.0,0.618116249097872,36.958926833444046,10.0,0.8901368671457618,43.60247356649146,1.5,0.5042329904298376,34.66469369110393,1.0,0.16076564622023207,294.3774331254151,1.0,0.9787401635417947,2.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,policy 1,dikesnet
170,10,331.8442767836694,10.0,0.08690667423184294,185.18594295332883,1.0,0.4187040295412797,128.9420211403263,1.5,0.43849106136299054,247.164006748082,1.0,0.7113267283288417,176.32886709850206,1.5,0.30534388934268414,2.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,policy 1,dikesnet
171,76,236.82935549984148,1.5,0.5378311610749319,327.92609557602316,1.0,0.6145664149532212,118.18871687110052,1.5,0.4432326334753061,335.8454631372782,10.0,0.6365823954367976,37.985494984670076,1.0,0.42759096041949257,4.5,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,policy 1,dikesnet
172,46,324.60258023180904,10.0,0.27646573611619224,144.95784670388088,1.5,0.30708962866155515,338.82800117963393,10.0,0.9868931846846486,57.58156007769034,1.0,0.6701042911189534,324.6223173838533,1.5,0.46510734505846446,2.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,policy 1,dikesnet
173,112,176.01932496688488,10.0,0.6928939320922721,114.15769651096059,10.0,0.561942704066266,241.29843420816047,1.0,0.9977433839024077,99.80350609599893,1.5,0.42067814323059016,269.08456896013035,1.5,0.5432198389590421,1.5,4.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,policy 1,dikesnet
174,54,342.96964693207644,1.5,0.8841521609342071,203.80261131860703,1.0,0.44457881538111876,176.26881758724127,1.5,0.35696027439064426,192.58703764132315,1.5,0.7831679569805601,45.421127782555644,10.0,0.363593980287017,4.5,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,policy 1,dikesnet
175,5,40.41189737813028,1.5,0.5175543715136597,323.80377236533633,1.0,0.9293073020991358,240.07172732972515,1.5,0.7723494646076298,152.58930103335908,1.5,0.7002547919355865,237.01998445767668,10.0,0.6904390395057807,1.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,policy 1,dikesnet
176,108,260.8025359804091,10.0,0.7705042950293711,238.69913453713028,10.0,0.4384614099733425,167.7128452336388,10.0,0.9540923463980531,219.69960481957227,1.0,0.3712226915741092,135.69456020738653,1.5,0.7259789374502599,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,policy 1,dikesnet
177,124,36.80844688514467,1.0,0.30874897917027416,265.8490250192343,1.0,0.2292879782435913,284.1979254198652,1.5,0.7224600952260612,175.66214365161323,10.0,0.12319364416107442,273.0249422241757,1.0,0.11273439371913956,2.5,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,policy 1,dikesnet
178,104,45.60138613231177,1.0,0.6004969059507119,153.21824817935243,1.5,0.08671746249086464,252.1499256673652,1.5,0.5551488489340747,36.38063435490115,10.0,0.6092045457866373,172.01475310430658,1.0,0.6099817947626831,1.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,policy 1,dikesnet
179,101,201.1733628283173,10.0,0.01595733327859953,274.62816757462843,1.0,0.5594103630141375,225.4012233645668,1.0,0.6309365213280274,233.1957851896462,10.0,0.8825926057567718,61.37921613826829,1.5,0.2055361190404962,3.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,policy 1,dikesnet
180,73,215.9643649787866,10.0,0.5908123953785817,202.58932796051963,1.0,0.3858391715476854,212.46560052856736,1.5,0.8719885564249122,159.87443414523977,10.0,0.3620155684066175,286.7380789623009,1.5,0.8149936472664271,1.5,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,policy 1,dikesnet
181,95,56.33350772958609,1.0,0.1659364427985507,71.82924815484168,10.0,0.5060270096602925,305.30303835565906,1.5,0.9630417376537678,299.69587758793676,10.0,0.3231565439917861,98.03353879704063,1.0,0.9668699824852722,3.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,policy 1,dikesnet
182,22,213.45523368471282,10.0,0.2407362027741015,67.10679104426879,10.0,0.0372361804063056,114.52953216148642,1.5,0.6278616214449241,119.7644337149711,1.5,0.4015058018470393,62.15766550472824,10.0,0.8073853337515505,4.5,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,policy 1,dikesnet
183,129,341.08727305780627,10.0,0.027436008639907722,258.6225263135383,1.0,0.5392013705129036,35.6201922450112,10.0,0.4468972065129733,169.37540505845413,10.0,0.9616274878080527,47.62496857975232,1.5,0.8300498199353783,1.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,policy 1,dikesnet
184,71,185.32773990484418,10.0,0.6811828928339239,309.8649809769771,1.0,0.9672760241111988,263.9482659196576,1.0,0.424918449251418,131.31135087158998,1.5,0.18931462278323483,195.82362817924127,1.5,0.9963138355548696,4.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,policy 1,dikesnet
185,14,253.36642379481404,1.5,0.9364375697566633,135.29176628604444,1.5,0.33643480116457797,238.70115112116736,10.0,0.10237606442108899,227.96344238409975,10.0,0.480796233786023,87.01505330871214,1.5,0.45077674622524067,3.5,4.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,policy 1,dikesnet
186,67,221.35422329563306,10.0,0.12579251270703237,349.8323917969936,1.0,0.01286993082292038,319.90050322280206,10.0,0.5305159341001024,304.56597113145284,10.0,0.9568907607688997,188.21692167267426,10.0,0.14063707661480826,1.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,policy 1,dikesnet
187,70,233.82305306001962,10.0,0.2223952402328213,326.7818813774794,1.0,0.3904297740120459,310.4877449251777,1.5,0.8756122112590043,274.66150952494013,1.0,0.23559594347384735,230.69023529109728,1.5,0.7190110177829796,3.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,policy 1,dikesnet
188,108,198.01647238980834,1.5,0.39298461338447394,264.6272089299143,1.0,0.194148132800888,72.5235005086754,1.0,0.6666021412975993,96.05523818712032,10.0,0.1263433867697996,333.1385909668486,10.0,0.8922681071163054,1.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,policy 1,dikesnet
189,32,171.22464013617775,1.5,0.008380725871201861,52.30994628340362,10.0,0.6241353615566608,270.1424775479161,10.0,0.32830480348927793,206.49643158701826,1.0,0.7660087541899324,68.62927391163885,1.0,0.0018001321600300275,3.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,policy 1,dikesnet
190,23,259.81545556235653,1.0,0.5427600093454482,182.8559330267532,1.5,0.1834398642112834,272.94495405611997,10.0,0.799089915170805,261.21594546467264,1.0,0.991837649315722,115.00115027719842,1.0,0.6336313915489584,4.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,policy 1,dikesnet
191,98,251.1679753052741,10.0,0.8856219777045691,181.4026711481941,1.5,0.28872581912703654,71.17398676020159,10.0,0.35495646068822273,245.52315686800372,1.0,0.2718024946697678,259.83829867330917,1.0,0.6764526010542884,4.5,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,policy 1,dikesnet
192,130,180.01743887553988,1.5,0.9570742292170606,343.07671674454264,1.5,0.49103402911080346,341.02013287503803,1.0,0.03035255169628609,114.83356432004894,10.0,0.05616214908771047,34.558854309185755,10.0,0.4404673223439063,1.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,policy 1,dikesnet
193,87,159.4600411954748,1.0,0.9811890678196208,160.96234400300372,1.0,0.46249881696015427,269.4462741102395,1.0,0.2669962785186387,150.621355965968,1.5,0.5355322001268177,339.81924500813034,1.0,0.5949849158127467,2.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,policy 1,dikesnet
194,55,108.82664741778426,10.0,0.5299684890044098,112.1938568011393,10.0,0.40801644192554015,49.44508856839072,10.0,0.2864213846360578,140.38242220716967,1.5,0.979231635176607,113.93605491220316,1.0,0.7520891830679345,1.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,policy 1,dikesnet
195,119,266.446551954775,1.0,0.4279573852690633,230.0724373727952,10.0,0.3754427468265456,76.98818639106426,1.5,0.34195008477803934,198.25872799918173,1.5,0.3847093192452777,285.44983864000505,1.5,0.5763647903148418,3.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,policy 1,dikesnet
196,101,232.05499942360342,1.5,0.6669617795377979,52.57409752920147,1.0,0.39732690853314856,347.40797761938546,10.0,0.029007490628196707,137.83455174171394,10.0,0.4280154542480398,150.34299733986563,1.0,0.39372817357332657,4.5,1.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,policy 1,dikesnet
197,61,246.40656704155776,1.0,0.7956305081253306,220.68735267795535,10.0,0.7626035300086275,66.88937071288527,1.5,0.9594821592842475,279.1684443397187,1.5,0.6699464735159728,251.5548269735421,1.0,0.9119205207749637,1.5,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,policy 1,dikesnet
198,71,299.7730541105306,10.0,0.28087550364877895,303.27906746315904,1.5,0.20111311622009928,229.15951304815798,10.0,0.262935141185651,301.81085312805374,1.0,0.6978980363219318,238.32342274128894,1.0,0.25292939277793247,2.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,policy 1,dikesnet
199,83,242.5627489971189,1.0,0.9895380053378232,294.1113348539966,1.5,0.3730653896587846,203.0266790426706,1.0,0.1807144400882706,200.0992458053119,1.5,0.6428751093779851,213.88861967301992,1.5,0.8775495240074368,3.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,policy 1,dikesnet
200,105,84.74080292935722,10.0,0.34160742536068883,330.9153200617444,1.0,0.08143707208253526,99.9466011811213,1.5,0.19857394035697057,89.6141286494735,1.0,0.10159930113901919,161.88462185653734,1.5,0.2850756173587186,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 2,dikesnet
201,60,317.4087044545777,10.0,0.3570185125414564,70.974901946872,1.5,0.3836177769085286,156.31172219427603,10.0,0.48062986818431075,249.08631597723243,1.5,0.6217200716697353,66.22756022318073,1.0,0.8028562083086844,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,policy 2,dikesnet
202,59,41.49224845231055,10.0,0.482081651945952,283.9908250036376,10.0,0.73144091246057,159.97931295376725,1.5,0.9797807427268433,111.76162449777279,1.0,0.6331819274736583,205.84269645943613,10.0,0.4072831176738664,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,policy 2,dikesnet
203,36,76.2873527437784,1.0,0.5073643247981182,157.00668062268574,1.5,0.9095695861210897,181.33098565455452,1.5,0.5799879482395989,349.0692092412701,10.0,0.4623052247964738,40.29696832860163,1.0,0.8727924166946037,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,policy 2,dikesnet
204,121,189.9746016696171,1.0,0.5303363584623385,246.74383879966197,10.0,0.5189987543789147,330.86695277136977,1.5,0.7577219843131741,207.81723562689479,1.5,0.44548486382407076,261.53379272008806,10.0,0.8812574747551871,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,policy 2,dikesnet
205,32,118.54336284249274,1.5,0.6586847946018735,132.16702044901228,1.5,0.5675398613754772,204.71122549071933,10.0,0.3992492654328721,217.64198364859078,1.5,0.49546511726733844,55.22499052474861,10.0,0.22033018320506523,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,policy 2,dikesnet
206,52,335.8520616579853,1.0,0.1750421407767425,103.74911439238848,1.5,0.23479967528364049,177.3809290635939,1.0,0.12866998407436478,86.30773894347169,1.5,0.22964317132881504,52.56117413938107,10.0,0.4572643941133454,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,policy 2,dikesnet
207,25,141.65043486619265,1.0,0.32413900117106653,85.00840066038019,1.5,0.47209190152238645,98.36710360952937,1.0,0.239036073667258,68.30075835810881,1.0,0.4899962261787142,102.73257907125279,1.0,0.053418514033632486,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,policy 2,dikesnet
208,10,151.07810701202288,1.0,0.7186860940809277,106.68985762994018,10.0,0.7787316769345296,279.26104476572084,1.5,0.38593860881056613,276.4623333978895,1.0,0.33466236288079765,346.97675733404947,1.5,0.3715264137328073,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,policy 2,dikesnet
209,64,128.1632323398834,10.0,0.43938063976208785,252.84883420296592,1.0,0.5922270575517751,167.15614795747078,1.0,0.8991295726497444,323.5768484203195,10.0,0.788197979575812,297.59593506756335,1.0,0.08160891601517069,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,policy 2,dikesnet
210,51,165.5224126463165,10.0,0.3330812439661138,114.97737808289487,1.0,0.026173148844104988,297.3475700108695,10.0,0.940981187461955,126.78821744694685,10.0,0.26726457677757126,342.18262102662266,1.5,0.8891242855119372,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,policy 2,dikesnet
211,66,316.3662051287174,10.0,0.5754026988678245,312.04781847154027,1.5,0.24428622372020503,161.97629239896327,10.0,0.7305226807829208,93.11560731569271,10.0,0.3882727986399819,78.43434752291815,1.5,0.9629118609487156,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,policy 2,dikesnet
212,118,59.77958572902118,1.0,0.47083104662533554,240.5281361427079,10.0,0.9925109213949543,66.4887878937797,1.0,0.8388978156027994,253.27743434511592,1.0,0.21960540955717522,264.1898394583677,1.5,0.13405353827748093,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,policy 2,dikesnet
